,person_id,t_grade,fl_grade_0,fl_grade_208,fl_grade_219,fl_grade_232,fl_grade_250,fl_grade_261,fl_grade_271,fl_grade_285,fl_grade_298,predictResult_1,predictResult_ex0_1,predictResult_2,predictResult_ex0_2,predictResult_3,predictResult_ex0_3,predictResult_4,predictResult_ex0_4,predictResult_5,predictResult_ex0_5,predictResult_6,predictResult_ex0_6,predictResult_7,predictResult_ex0_7,predictResult_8,predictResult_ex0_8,predictResult_9,predictResult_ex0_9,predictResult_10,predictResult_ex0_10
504,0M07001F116213,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
505,0M07001F116214,C_232,0,0,0,0,0,1,0,0,0,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_219
506,0W07001F116215,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
507,0W07001F116216,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
508,0W07001F116217,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
509,0M07001F11622,C_285,0,0,0,0,0,1,0,0,0,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_219
510,0M07001F116221,C_232,0,0,0,0,0,0,0,1,0,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
511,0M07001F116222,C_285,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
512,0M07001F116223,C_285,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
513,0W07001F116224,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
514,0M07001F11623,C_261,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
515,0M07001F116231,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
516,0W07001F116232,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
517,0W07001F116233,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
518,0W07001F116234,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
519,0W07001F11624,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
520,0M07001F1163,C_285,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
521,0M07001F11631,C_271,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
522,0M07001F116311,C_232,0,0,0,0,0,0,0,1,0,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
523,0M07001F116312,C_232,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
524,0W07001F116313,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
525,0W07001F116314,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
526,0M07001F11632,C_261,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
527,0W07001F11633,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
528,0W07001F11634,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
529,0W07001F11635,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
530,0M07001F1164,C_285,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
531,0W07001F1165,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
532,0W07001F1166,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
533,0M07001F117,C_298,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
534,0M07001F1171,C_271,0,0,0,0,0,0,0,1,0,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
535,0M07001F11711,C_261,0,0,0,0,0,0,0,1,0,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
536,0M07001F117111,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
537,0M07001F117112,C_232,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
538,0M07001F117113,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
539,0M07001F117114,C_232,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
540,0M07001F117115,C_232,0,1,0,0,0,0,0,0,0,C_0,C_219,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
541,0M07001F117116,C_232,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
542,0W07001F117117,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
543,0W07001F117118,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
544,0W07001F117119,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
545,0M07001F11711a,C_250,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
546,0M07001F11711b,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
547,0W07001F11712,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
548,0W07001F11713,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
549,0M07001F11714,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
550,0M07001F117141,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
551,0M07001F117142,C_232,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
552,0M07001F117143,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
553,0M07001F117144,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
554,0M07001F117145,C_232,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
555,0M07001F117146,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
556,0M07001F117147,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
557,0M07001F117148,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
558,0W07001F117149,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
559,0W07001F11714a,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
560,0W07001F11714b,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
561,0W07001F11714c,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
562,0W07001F11714d,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
563,0W07001F11714e,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
564,0M07001F11715,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
565,0M07001F117151,C_271,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
566,0M07001F11716,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
567,0M07001F117161,C_208,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
568,0M07001F11717,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
569,0M07001F117171,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
570,0M07001F1172,C_271,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
571,0M07001F1173,C_271,0,0,0,0,0,0,0,1,0,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
572,0M07001F11731,C_261,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
573,0M07001F117311,C_285,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
574,0W07001F117312,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
575,0M07001F11732,C_261,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
576,0W07001F117321,C_0,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
577,0W07001F117322,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
578,0M07001F11733,C_261,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
579,0M07001F117331,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
580,0M07001F117332,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
581,0W07001F117333,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
582,0M07001F11734,C_250,0,1,0,0,0,0,0,0,0,C_0,C_219,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
583,0M07001F117341,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
584,0M07001F117342,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
585,0M07001F11735,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
586,0W07001F1174,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
587,0M07001F118,C_298,0,0,0,0,0,1,0,0,0,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_219
588,0M07001F1181,C_285,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
589,0M07001F11811,C_285,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
590,0M07001F118111,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
591,0M07001F118112,C_285,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
592,0W07001F118113,C_0,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
593,0W07001F118114,C_0,0,0,0,0,0,0,1,0,0,C_0,C_219,C_285,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_219
594,0W07001F118115,C_0,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
595,0W07001F118116,C_0,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
596,0W07001F118117,C_0,0,0,0,0,0,1,0,0,0,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_219
597,0M07001F11812,C_232,0,0,0,0,0,0,0,1,0,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
598,0M07001F118121,C_250,0,0,1,0,0,0,0,0,0,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_219
599,0M07001F118122,C_250,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
600,0W07001F118123,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
601,0W07001F118124,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
602,0M07001F11813,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
603,0W07001F1182,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
604,0W07001F1183,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
605,0W07001F1184,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
606,0M07001F1185,C_232,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
607,0M07001F11851,C_250,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_261
608,0M07001F118511,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
609,0M07001F118512,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
610,0M07001F118513,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
611,0W07001F118514,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
612,0M07001F11852,C_250,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
613,0M07001F118521,C_232,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
614,0M07001F11853,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
615,0M07001F11854,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
616,0M07001F11855,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
617,0W07001F118551,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
618,0M07001F11856,C_232,0,0,0,1,0,0,0,0,0,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_219
619,0M07001F118561,C_232,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
620,0M07001F118562,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
621,0M07001F118563,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
622,0M07001F118564,C_232,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
623,0W07001F118565,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
624,0W07001F118566,C_0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_0,C_219,C_285,C_271,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_0,C_271,C_0,C_271
625,0M07001F11857,C_232,0,0,0,0,1,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_271,C_0,C_271,C_285,C_271,C_0,C_271,C_0,C_219,C_0,C_271,C_285,C_271,C_0,C_271
