,person_id,t_grade,f_grade_0,f_grade_208,f_grade_219,f_grade_232,f_grade_250,f_grade_261,f_grade_271,f_grade_285,f_grade_298,f_grade_300,gf_grade_0,gf_grade_208,gf_grade_232,gf_grade_261,gf_grade_271,gf_grade_285,gf_grade_298,gf_grade_300,predictResult_1,predictResult_ex0_1,predictResult_2,predictResult_ex0_2,predictResult_3,predictResult_ex0_3,predictResult_4,predictResult_ex0_4,predictResult_5,predictResult_ex0_5,predictResult_6,predictResult_ex0_6,predictResult_7,predictResult_ex0_7,predictResult_8,predictResult_ex0_8,predictResult_9,predictResult_ex0_9,predictResult_10,predictResult_ex0_10
364,1M07001F11311,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
365,0M07001F113111,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
366,0M07001F114,C_0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_285,C_0,C_285,C_0,C_219,C_0,C_219
367,0M07001F1141,C_271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
368,0W07001F11411,C_0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_261,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_285
369,0W07001F11412,C_0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_261,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_285
370,0M07001F11413,C_250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_219,C_0,C_261,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_285
371,0M07001F114131,C_250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
372,0W07001F114132,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
373,0W07001F1142,C_0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
374,0M07001F1143,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
375,0W07001F11431,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
376,0W07001F11432,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
377,0M07001F1144,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
378,0M07001F11441,C_285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
379,0M07001F114411,C_250,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,C_0,C_271,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
380,0M07001F114412,C_285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,C_0,C_271,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
381,0M07001F114413,C_285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,C_0,C_271,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
382,0M07001F11442,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
383,0M07001F114421,C_250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
384,0M07001F114422,C_250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
385,0W07001F114423,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
386,0W07001F114424,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
387,0W07001F114425,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
388,0M07001F114426,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
389,0M07001F114427,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
390,0M07001F114428,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
391,0M07001F11443,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
392,0M07001F11444,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
393,0M07001F114441,C_250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
394,0M07001F114442,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
395,0M07001F114443,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
396,0W07001F11445,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
397,1M07001F11445,C_271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
398,1M07001F114451,C_232,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,C_0,C_271,C_0,C_271,C_0,C_219,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_285
399,0W07001F11446,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
400,0W07001F11447,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
401,0W07001F11448,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
402,0M07001F11449,C_232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
403,0W07001F114491,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
404,0W07001F114492,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
405,0M07001F114493,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
406,0M07001F114494,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
407,0M07001F114495,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
408,0M07001F114496,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
409,0M07001F114497,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
410,0M07001F114498,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
411,0W07001F114499,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
412,0W07001F11449a,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
413,0W07001F11449b,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
414,0W07001F1144a,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
415,1M07001F1144a,C_261,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
416,0M07001F1144a1,C_298,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,C_298,C_285,C_0,C_285,C_0,C_250,C_0,C_232,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
417,0W07001F1144a2,C_0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,C_298,C_285,C_0,C_285,C_0,C_250,C_0,C_232,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
418,1M07001F1144a2,C_0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,C_298,C_285,C_0,C_285,C_0,C_250,C_0,C_232,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
419,0M07001F1145,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
420,0M07001F11451,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
421,0M07001F114511,C_250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
422,0M07001F114512,C_285,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
423,0M07001F114513,C_250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
424,0M07001F11452,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
425,0W07001F114521,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
426,0W07001F11453,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
427,0W07001F11454,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
428,0M07001F1146,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
429,0M07001F11461,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
430,0M07001F114611,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
431,0M07001F114612,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
432,0M07001F114613,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
433,0M07001F114614,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
434,0M07001F114615,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
435,0M07001F114616,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
436,0M07001F114617,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
437,0W07001F114618,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
438,0M07001F11462,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
439,0M07001F114621,C_271,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
440,0M07001F114622,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
441,0M07001F114623,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
442,0M07001F11463,C_232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
443,0M07001F11464,C_232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
444,0M07001F114641,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
445,0M07001F114642,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
446,0M07001F114643,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
447,0M07001F1147,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
448,0W07001F11471,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
449,0M07001F1148,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
450,0M07001F11481,C_285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,C_0,C_271,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285
451,0M07001F114811,C_285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,C_0,C_271,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285,C_0,C_285
452,0M07001F11482,C_250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,C_0,C_271,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285
453,0W07001F114821,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
454,0M07001F11483,C_232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,C_0,C_271,C_0,C_271,C_0,C_285,C_0,C_285,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_271,C_0,C_285,C_0,C_285
455,0M07001F114831,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
456,0M07001F114832,C_232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_219,C_0,C_219
457,0M07001F1149,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_250,C_0,C_219,C_0,C_219,C_0,C_271,C_0,C_271
458,0M07001F11491,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
459,0M07001F114911,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
460,0M07001F114912,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
461,0M07001F114913,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
462,0W07001F114914,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
463,0W07001F114915,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
464,0M07001F11492,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
465,0M07001F114921,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
466,0M07001F11493,C_250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219
467,0M07001F114931,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
468,0M07001F114932,C_232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_285,C_0,C_271,C_0,C_271,C_0,C_232,C_0,C_261,C_0,C_250,C_0,C_219,C_0,C_285,C_0,C_285,C_0,C_219
