,person_id,t_grade,w_grade_0,w_grade_208,w_grade_219,w_grade_232,w_grade_250,w_grade_261,w_grade_271,w_grade_285,w_grade_298,w_grade_300,fl_grade_0,fl_grade_208,fl_grade_219,fl_grade_232,fl_grade_250,fl_grade_261,fl_grade_271,fl_grade_285,fl_grade_298,predictResult_1,predictResult_ex0_1,predictResult_2,predictResult_ex0_2,predictResult_3,predictResult_ex0_3,predictResult_4,predictResult_ex0_4,predictResult_5,predictResult_ex0_5,predictResult_6,predictResult_ex0_6,predictResult_7,predictResult_ex0_7,predictResult_8,predictResult_ex0_8,predictResult_9,predictResult_ex0_9,predictResult_10,predictResult_ex0_10
1560,0W07001F12821,C_0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1561,1M07001F12821,C_0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1562,0W07001F128211,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_298,C_0,C_271,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1563,1M07001F128211,C_261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1564,0M07001F1291,C_285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1565,0M07001F1292,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1566,0W07001F12911,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1567,0W07001F12912,C_0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1568,0M07001F12921,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1569,0W07001F129211,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1570,0W07001F129212,C_0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1571,0W07001F129213,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1572,0M07001F129214,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1573,0M07001F129215,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1574,0M07001F129216,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1575,0M07001F12922,C_271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1576,0W07001F12923,C_0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1577,0W07001F12924,C_0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1578,0M07001F12925,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1579,0M07001F129217,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1580,0W07001F129221,C_0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1581,0M07001F129251,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1582,0W07001F129252,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1583,0M07001F129253,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1584,0M07001F12926,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1585,0M07001F129262,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1586,0M07001F12927,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1587,0W07001F129263,C_0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_298,C_0,C_271,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1588,0M07001F129271,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1589,0M07001F129272,C_250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298
1590,0M07001F1293,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1591,0M07001F12931,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1592,0M07001F129311,C_261,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1593,0M07001F129312,C_261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1594,0M07001F129313,C_271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1595,0M07001F129274,C_261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1596,0W07001F129275,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1597,0W07001F129276,C_0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1598,0M07001F129277,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1599,0M07001F129278,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1600,0M07001F129279,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1601,0M07001F12927a,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1602,0W07001F12928,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1603,0W07001F12931,C_0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1604,0M07001F12927b,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1605,0M07001F1294,C_261,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1606,0M07001F1295,C_261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1607,0M07001F1296,C_285,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1608,0W07001F12932,C_0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1609,0W07001F12941,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1610,0W07001F12942,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1611,1M07001F12942,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1612,0M07001F129421,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1613,0M07001F12961,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1614,0M07001F12962,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1615,0M07001F129611,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1616,0M07001F129621,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1617,0M07001F12963,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1618,0M07001F129631,C_285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1619,0M07001F129632,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1620,0M07001F129633,C_271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1621,0M07001F129634,C_285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1622,0M07001F1297,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1623,0M07001F12971,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1624,0W07001F129711,C_0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1625,0W07001F129712,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1626,0M07001F12972,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1627,0W07001F129713,C_0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1628,0M07001F129714,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1629,0M07001F129721,C_250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298
1630,0M07001F129722,C_250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1631,0W07001F12973,C_0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1632,0W07001F12974,C_0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1633,0M07001F12975,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1634,0M07001F129723,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1635,0M07001F129751,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1636,0M07001F129752,C_285,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1637,0M07001F129753,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1638,0M07001F129754,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1639,0M07001F12976,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1640,0M07001F129761,C_285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1641,0M07001F1298,C_285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1642,0M07001F12981,C_232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1643,0M07001F129762,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1644,0W07001F129763,C_0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_285,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_219,C_0,C_298,C_0,C_219,C_0,C_219
1645,0M07001F129811,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1646,0M07001F12982,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1647,0M07001F129821,C_250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298
1648,0M07001F129822,C_250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298
1649,0M07001F1299,C_271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_271,C_0,C_298
1650,0M07001F12983,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_285,C_0,C_298
1651,0M07001F12991,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1652,0M07001F129823,C_250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1653,0W07001F129831,C_0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_232,C_219,C_285,C_271,C_232,C_219,C_0,C_219,C_232,C_219,C_285,C_271,C_232,C_219,C_285,C_271
1654,0W07001F129832,C_0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_271,C_0,C_219,C_232,C_219,C_285,C_271,C_232,C_219,C_0,C_219,C_232,C_219,C_285,C_271,C_232,C_219,C_285,C_271
1655,0W07001F129833,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1656,0W07001F129834,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1657,0W07001F129835,C_0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1658,0M07001F129911,C_285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1659,0M07001F12992,C_232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298
1660,0M07001F12993,C_232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
1661,0M07001F129921,C_285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_219,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_298,C_0,C_271,C_0,C_298
